YEAR,WEEK,HOME_TEAM,AWAY_TEAM,HOME_SCORE,AWAY_SCORE
2018,5,PIT,ATL,41,17
2018,5,CAR,NYG,33,31
2018,5,LAC,OAK,26,10
2018,5,PHI,MIN,21,23
2018,5,SF,ARI,18,28
2018,5,SEA,LAR,31,33
2018,5,HOU,DAL,19,16
2018,5,NO,WAS,43,19
2018,6,NYG,PHI,13,34
2018,6,ATL,TB,34,29
2018,6,CIN,PIT,21,28
2018,6,CLE,LAC,14,38
2018,6,OAK,SEA,3,27
2018,6,MIA,CHI,31,28
2018,6,MIN,ARI,27,17
2018,6,NYJ,IND,42,34
2018,6,WAS,CAR,23,17
2018,6,HOU,BUF,20,13
2018,6,DEN,LAR,20,23
2018,6,DAL,JAC,40,7
2018,6,TEN,BAL,0,21
2018,6,NE,KC,43,40
2018,6,GB,SF,33,30
2018,7,ARI,DEN,10,45
2018,7,LAC,TEN,20,19
2018,7,CHI,NE,31,38
2018,7,IND,BUF,37,5
2018,7,MIA,DET,21,32
2018,7,NYJ,MIN,17,37
2018,7,PHI,CAR,17,21
2018,7,TB,CLE,26,23
2018,7,JAC,HOU,7,20
2018,7,BAL,NO,23,24
2018,7,SF,LAR,10,39
2018,7,WAS,DAL,20,17
2018,7,KC,CIN,45,10
2018,7,ATL,NYG,23,20
2018,8,HOU,MIA,42,23
2018,8,JAC,PHI,18,24
2018,8,CHI,NYJ,24,10
2018,8,CIN,TB,37,34
2018,8,DET,SEA,14,28
2018,8,KC,DEN,30,23
2018,8,NYG,WAS,13,20
2018,8,PIT,CLE,33,18
2018,8,CAR,BAL,36,21
2018,8,OAK,IND,28,42
2018,8,LAR,GB,29,27
2018,8,ARI,SF,18,15
2018,8,MIN,NO,20,30
2018,8,BUF,NE,6,25
2018,9,SF,OAK,34,3
2018,9,BUF,CHI,9,41
2018,9,CLE,KC,21,37
2018,9,MIA,NYJ,13,6
2018,9,MIN,DET,24,9
2018,9,WAS,ATL,14,38
2018,9,CAR,TB,42,28
2018,9,BAL,PIT,16,23
2018,9,DEN,HOU,17,19
2018,9,SEA,LAC,17,25
2018,9,NO,LAR,45,35
2018,9,NE,GB,31,17
2018,9,DAL,TEN,14,28
2018,10,PIT,CAR,52,21
2018,10,CHI,DET,34,22
2018,10,CIN,NO,14,51
2018,10,CLE,ATL,28,16
2018,10,TEN,NE,34,10
2018,10,IND,JAC,29,26
2018,10,KC,ARI,26,14
2018,10,NYJ,BUF,10,41
2018,10,TB,WAS,3,16
2018,10,OAK,LAC,6,20
2018,10,GB,MIA,31,12
2018,10,LAR,SEA,36,31
2018,10,PHI,DAL,20,27
2018,10,SF,NYG,23,27
2018,11,SEA,GB,27,24
2018,11,ATL,DAL,19,22
2018,11,DET,CAR,20,19
2018,11,IND,TEN,38,10
2018,11,NYG,TB,38,35
2018,11,WAS,HOU,21,23
2018,11,JAC,PIT,16,20
2018,11,BAL,CIN,24,21
2018,11,ARI,OAK,21,23
2018,11,LAC,DEN,22,23
2018,11,NO,PHI,48,7
2018,11,CHI,MIN,25,20
2018,11,LAR,KC,54,51
2018,12,DET,CHI,16,23
2018,12,DAL,WAS,31,23
2018,12,NO,ATL,31,17
2018,12,BUF,JAC,24,21
2018,12,CIN,CLE,20,35
2018,12,NYJ,NE,13,27
2018,12,PHI,NYG,25,22
2018,12,TB,SF,27,9
2018,12,CAR,SEA,27,30
2018,12,BAL,OAK,34,17
2018,12,LAC,ARI,45,10
2018,12,DEN,PIT,24,17
2018,12,IND,MIA,27,24
2018,12,MIN,GB,24,17
2018,12,HOU,TEN,34,17
2018,13,DAL,NO,13,10
2018,13,ATL,BAL,16,26
2018,13,CIN,DEN,10,24
2018,13,DET,LAR,16,30
2018,13,GB,ARI,17,20
2018,13,MIA,BUF,21,17
2018,13,NYG,CHI,30,27
2018,13,TB,CAR,24,17
2018,13,JAC,IND,6,0
2018,13,HOU,CLE,29,13
2018,13,TEN,NYJ,26,22
2018,13,OAK,KC,33,40
2018,13,NE,MIN,24,10
2018,13,SEA,SF,43,16
2018,13,PIT,LAC,30,33
2018,13,PHI,WAS,28,13
2018,14,TEN,JAC,30,9
2018,14,BUF,NYJ,23,27
2018,14,CLE,CAR,26,20
2018,14,GB,ATL,34,20
2018,14,KC,BAL,27,24
2018,14,MIA,NE,34,33
2018,14,TB,NO,14,28
2018,14,WAS,NYG,16,40
2018,14,HOU,IND,21,24
2018,14,LAC,CIN,26,21
2018,14,SF,DEN,20,14
2018,14,DAL,PHI,29,23
2018,14,OAK,PIT,24,21
2018,14,ARI,DET,3,17
2018,14,CHI,LAR,15,6
2018,14,SEA,MIN,21,7
2018,15,KC,LAC,28,29
2018,15,NYJ,HOU,22,29
2018,15,DEN,CLE,16,17
2018,15,ATL,ARI,40,14
2018,15,BUF,DET,14,13
2018,15,CHI,GB,24,17
2018,15,CIN,OAK,30,16
2018,15,IND,DAL,23,0
2018,15,MIN,MIA,41,17
2018,15,NYG,TEN,0,17
2018,15,JAC,WAS,13,16
2018,15,BAL,TB,20,12
2018,15,SF,SEA,26,23
2018,15,PIT,NE,17,10
2018,15,LAR,PHI,23,30
2018,15,CAR,NO,9,12
2018,16,TEN,WAS,25,16
2018,16,LAC,BAL,10,22
2018,16,CLE,CIN,26,18
2018,16,DAL,TB,27,20
2018,16,DET,MIN,9,27
2018,16,IND,NYG,28,27
2018,16,MIA,JAC,7,17
2018,16,NE,BUF,24,12
2018,16,NYJ,GB,38,44
2018,16,PHI,HOU,32,30
2018,16,CAR,ATL,10,24
2018,16,ARI,LAR,9,31
2018,16,SF,CHI,9,14
2018,16,NO,PIT,31,28
2018,16,SEA,KC,38,31
2018,16,OAK,DEN,27,14
2018,17,BUF,MIA,42,17
2018,17,GB,DET,0,31
2018,17,NE,NYJ,38,3
2018,17,NO,CAR,14,33
2018,17,NYG,DAL,35,36
2018,17,TB,ATL,32,34
2018,17,HOU,JAC,20,3
2018,17,DEN,LAC,9,23
2018,17,KC,OAK,35,3
2018,17,LAR,SF,48,32
2018,17,MIN,CHI,10,24
2018,17,PIT,CIN,16,13
2018,17,SEA,ARI,27,24
2018,17,WAS,PHI,0,24
2018,17,BAL,CLE,26,24
2018,17,TEN,IND,17,33
