YEAR,WEEK,HOME_TEAM,AWAY_TEAM,HOME_SCORE,AWAY_SCORE
2021,13,CHI,ARI,22,33
2021,13,CIN,LAC,22,41
2021,13,DET,MIN,29,27
2021,13,MIA,NYG,20,9
2021,13,NYJ,PHI,18,33
2021,13,HOU,IND,0,31
2021,13,LV,WAS,15,17
2021,13,LAR,JAC,37,7
2021,13,PIT,BAL,20,19
2021,13,SEA,SF,30,23
2021,13,KC,DEN,22,9
2021,13,BUF,NE,10,14
2021,14,MIN,PIT,36,28
2021,14,CLE,BAL,24,22
2021,14,TEN,JAC,20,0
2021,14,KC,LV,48,9
2021,14,NYJ,NO,9,30
2021,14,WAS,DAL,20,27
2021,14,CAR,ATL,21,29
2021,14,HOU,SEA,13,33
2021,14,DEN,DET,38,10
2021,14,LAC,NYG,37,21
2021,14,CIN,SF,23,26
2021,14,TB,BUF,33,27
2021,14,GB,CHI,45,30
2021,14,ARI,LAR,23,30
2021,15,LAC,KC,28,34
2021,15,IND,NE,27,17
2021,15,BUF,CAR,31,14
2021,15,DET,ARI,30,12
2021,15,MIA,NYJ,31,24
2021,15,NYG,DAL,6,21
2021,15,PIT,TEN,19,13
2021,15,JAC,HOU,16,30
2021,15,DEN,CIN,10,15
2021,15,SF,ATL,31,13
2021,15,BAL,GB,30,31
2021,15,TB,NO,0,9
2021,15,CLE,LV,14,16
2021,15,CHI,MIN,9,17
2021,15,LAR,SEA,20,10
2021,15,PHI,WAS,27,17
2021,16,TEN,SF,20,17
2021,16,GB,CLE,24,22
2021,16,ARI,IND,16,22
2021,16,ATL,DET,20,16
2021,16,CIN,BAL,41,21
2021,16,MIN,LAR,23,30
2021,16,NE,BUF,21,33
2021,16,NYJ,JAC,26,21
2021,16,PHI,NYG,34,10
2021,16,CAR,TB,6,32
2021,16,HOU,LAC,41,29
2021,16,SEA,CHI,24,25
2021,16,KC,PIT,36,10
2021,16,LV,DEN,17,13
2021,16,DAL,WAS,56,14
2021,16,NO,MIA,3,20
2021,17,BUF,ATL,29,15
2021,17,CHI,NYG,29,3
2021,17,CIN,KC,34,31
2021,17,TEN,MIA,34,3
2021,17,IND,LV,20,23
2021,17,NE,JAC,50,10
2021,17,NYJ,TB,24,28
2021,17,WAS,PHI,16,20
2021,17,BAL,LAR,19,20
2021,17,LAC,DEN,34,13
2021,17,SF,HOU,23,7
2021,17,DAL,ARI,22,25
2021,17,NO,CAR,18,10
2021,17,SEA,DET,51,29
2021,17,GB,MIN,37,10
2021,17,PIT,CLE,26,14
2021,18,DEN,KC,24,28
2021,18,PHI,DAL,26,51
2021,18,CLE,CIN,21,16
2021,18,DET,GB,37,30
2021,18,MIN,CHI,31,17
2021,18,NYG,WAS,7,22
2021,18,JAC,IND,26,11
2021,18,BAL,PIT,13,16
2021,18,HOU,TEN,25,28
2021,18,ATL,NO,20,30
2021,18,BUF,NYJ,27,10
2021,18,LAR,SF,24,27
2021,18,MIA,NE,33,24
2021,18,ARI,SEA,30,38
2021,18,TB,CAR,41,17
2021,18,LV,LAC,35,32
