YEAR,WEEK,TEAM,LG,LT,C,RT,RG,TE,HB,QB,WR,DE,DT,LB,CB,S,ST,LS,K,P
2019,1,ARI,60.9,67.61758241758243,62.3,58.8,75.6,67.56666666666666,61.68372093023256,53.4,63.064126984126986,65.71023622047245,61.66148648648648,64.02967032967032,59.21826923076923,58.400000000000006,66.56733167082294,51.1,60.0,60.8
2019,1,ATL,64.8,48.9,58.3,57.125,63.16621621621622,62.796470588235294,54.739999999999995,64.1,64.17339901477833,55.4735294117647,81.91047619047619,59.64458598726114,55.6,51.06814159292036,58.22636363636364,62.8,0.0,60.0
2019,1,BAL,68.8,61.002631578947366,64.1,64.5,59.959210526315786,80.3119658119658,65.76499999999999,83.75394736842105,64.16646341463414,0.0,69.93626373626374,66.42901554404146,65.53464566929134,75.35078125000001,64.1503311258278,64.9,60.1,60.9
2019,1,BUF,52.6,62.3,70.5,57.699999999999996,60.4,64.9,53.50824742268041,52.3,65.21013513513513,63.34785714285714,67.99193548387096,69.20476190476191,59.35024154589372,66.5,62.53133047210301,63.6,60.0,60.3
2019,1,CAR,57.2,55.56716417910448,59.8,57.2,65.2,55.95238095238095,80.96923076923076,61.0,64.46407185628742,57.1,64.59347826086957,68.2211221122112,73.70802139037433,58.082777777777785,63.61030303030304,64.8,60.0,60.8
2019,1,CHI,54.4,50.6,70.2,61.8,54.5,52.06530612244897,61.866949152542375,49.1,56.712765957446805,62.3,60.655284552845515,61.93703703703704,65.61783439490446,71.37886178861788,61.86653543307086,60.4,60.0,60.2
2019,1,CIN,56.2,59.7,84.1,64.0,52.9,66.9043010752688,49.689473684210526,69.5,63.11650485436893,78.57731092436975,80.23368421052632,70.5125,53.88,52.17192982456141,59.402666666666626,64.8,60.0,60.6
2019,1,CLE,80.7,52.66391752577319,67.9,56.8,64.5,50.66315789473684,62.93802816901409,69.8,67.38798076923075,59.5297520661157,54.85042735042735,59.051239669421484,45.44927536231884,51.84144736842105,60.731325301204826,63.9,60.12307692307692,0.0
2019,1,DAL,60.6,71.71764705882353,61.720588235294116,92.4,63.816176470588225,64.57777777777778,54.68,91.16176470588235,76.20108695652173,59.61153846153846,61.4909090909091,52.02684563758389,67.4221052631579,49.65882352941177,61.717578124999996,64.5,60.0,60.6
2019,1,DEN,84.2,63.5,59.4,60.20322580645161,53.1,52.53658536585366,67.43333333333332,62.0,68.66363636363636,0.0,64.51904761904761,64.56792452830187,53.85,60.59565217391305,58.74979919678714,64.2,60.0,60.5
2019,1,DET,66.22421052631579,48.3,61.5,57.2,64.9,67.49743589743589,53.02264150943396,63.2,66.20050761421321,65.68990825688073,66.0584745762712,66.90155642023346,70.63440860215054,69.84829268292684,55.06169154228855,55.1,60.0,60.9
2019,1,GB,56.7,57.4,58.4,66.2,67.1,59.53411764705883,60.5625,56.1,60.85270270270271,0.0,63.32173913043478,72.8405982905983,69.54736842105262,67.25500000000001,59.24677419354839,54.5,60.0,60.4
2019,1,HOU,73.4,64.3,65.9,41.5,63.8,58.859740259740256,68.8859375,85.6,70.80726256983242,43.8,49.958333333333336,56.04741784037559,54.323809523809516,41.75897435897436,58.59431438127092,80.8,60.0,60.6
2019,1,IND,81.5,72.7,67.4,55.3,75.8,53.19753086419753,79.74615384615385,78.6,70.45798816568048,66.40687830687831,67.35901639344263,48.720895522388055,64.94999999999999,59.10283687943262,56.47567567567568,64.2,60.0,60.7
2019,1,JAC,59.0,50.4,70.8,69.7,54.8,53.17733333333333,48.76896551724138,88.40689655172413,69.19299363057323,57.716312056737586,59.37651515151515,40.242758620689656,52.654639175257735,56.41617647058824,60.83289902280131,63.6,60.0,60.4
