x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,y
69.7,69.03428571428572,57.8,77.3,53.3,62.11428571428572,67.83375,69.0,73.47976878612717,52.248936170212765,68.91111111111111,35.31954022988506,57.40384615384615,51.32914285714286,62.16938775510203,64.5,60.0,60.7,60.7,79.07666666666667,67.1,68.4,76.4,72.72054794520548,71.29354838709679,71.9,60.08490566037736,58.9,53.67364341085271,43.503463203463205,49.65057471264368,65.96728395061729,60.672156862745084,58.3,60.0,60.2,1
65.45316455696202,70.30123456790123,56.8,61.8,58.1,58.23608247422681,51.90217391304348,83.8,80.29425837320574,53.82000000000001,68.54789915966387,69.98695652173913,47.95602409638553,59.55434782608695,60.88286713286713,63.5,60.0,60.4,42.21935483870968,75.9,55.2,64.4,67.9,65.14102564102564,61.06825396825397,91.5,68.77100591715975,59.20066225165562,59.95645161290323,74.73700000000001,46.79720930232559,69.32688172043011,62.462545454545456,60.5,60.0,60.7,0
65.4,79.29222222222221,62.8,68.4,49.6,75.38412698412698,55.083333333333336,64.6,67.21003584229392,71.66733333333332,55.42702702702702,51.81785714285714,65.075,75.62666666666668,61.352140077821026,64.3,60.0,60.7,73.3,74.9,58.0,58.8,69.6,54.657575757575756,69.14067796610169,37.2,57.07806451612903,49.33943661971831,63.02142857142858,51.285294117647055,51.73953488372093,73.9121387283237,62.997709923664125,64.5,60.0,60.4,1
70.1,69.6525,80.0,59.5,57.04615384615385,61.22247191011236,54.90652173913043,66.9,66.27632850241547,68.86585365853658,56.98898305084747,53.11309523809524,59.780681818181826,60.545614035087716,62.56363636363635,47.7,60.0,60.9,55.667692307692306,63.4,69.7,75.7,65.7,58.4116504854369,69.34428571428572,64.7,72.78026315789472,0.0,62.90402298850575,55.87095709570958,70.98396226415093,47.96272189349113,60.049999999999976,64.8,60.0,60.6,0
49.8,62.0,57.5,72.6,60.0,65.51830985915493,67.98095238095239,87.9,73.47380952380952,42.97179487179488,51.408974358974355,59.646,49.028421052631586,52.449999999999996,64.24481481481483,62.7,60.0,60.0,64.74727272727273,81.5,71.4,79.7,79.96538461538461,59.45982905982906,63.661956521739135,95.08974358974359,72.45856353591161,0.0,64.03490566037736,61.31083743842364,56.01014492753623,48.3152,60.690588235294115,64.3,60.1,60.7,0
78.9,81.13939393939394,79.5,72.52000000000001,89.7,69.34657534246574,62.83218390804597,68.4,59.55921052631579,65.746875,60.210465116279074,64.72673267326734,68.49399999999999,61.95668202764978,62.45397727272726,59.0,60.0,60.6,56.1,53.596875000000004,66.7,65.5,67.1,66.2042857142857,67.31688311688312,57.0,59.99751552795031,45.11739130434783,58.3728813559322,41.89583333333333,58.29108280254776,69.6123287671233,60.798387096774185,62.7,60.0,60.0,1
38.8,37.13157894736842,51.9,81.2,67.5,63.92056074766356,55.13461538461539,52.8,66.95283018867924,74.31617647058823,61.05522388059701,53.95799999999999,72.23712574850299,48.19130434782609,60.0214953271028,58.9,60.0,60.9,58.5,58.2,64.8,58.3735294117647,60.4,70.39298245614036,61.315625000000004,41.3,54.57716049382715,77.62065217391306,63.33009708737864,60.64329268292683,54.369879518072295,72.91699346405228,61.32166172106823,60.1,60.0,60.5,1
56.9,73.1,64.1,67.0,67.7,58.17,65.5828947368421,55.8,63.9245810055866,60.902380952380945,46.72857142857142,42.29354838709677,51.53809523809524,51.83979057591624,63.14178082191779,63.9,60.19444444444444,0.0,87.6,62.3,84.3,62.02857142857143,64.0,64.48333333333335,68.02278481012657,69.5,63.71642857142858,59.98421052631579,64.06260869565217,51.18098591549295,56.689119170984455,49.64518518518519,59.630902777777756,28.6,60.0,60.7,0
76.3,71.3,63.7,59.4,66.9,52.21803278688524,64.34310344827585,71.3,68.57251908396948,54.25609756097561,58.007575757575765,67.80754716981133,54.981516587677724,71.62702702702703,57.49836734693878,0.0,60.0,60.6,80.1,70.85063291139241,58.1,66.0,66.7,59.651807228915665,61.56363636363637,70.25945945945946,62.315609756097565,63.18421052631578,61.895348837209305,66.27678571428571,57.43260869565218,57.3,65.64691358024692,63.0,60.0,60.5,1
68.5,59.489830508474576,51.54915254237288,66.8,41.681355932203395,76.77777777777777,55.04999999999999,87.96101694915255,77.99545454545455,75.55,44.138970588235296,60.63852459016394,55.432972972972976,58.122093023255815,65.26756756756755,48.7,60.0,60.7,72.2,62.93424657534246,74.0,73.1,85.2,63.60683760683761,62.098837209302324,55.7,57.603012048192774,60.406766917293226,81.67547169811321,57.63611111111111,54.976027397260275,37.92916666666667,56.542259414225946,63.2,60.0,0.0,1
