x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,y
53.06716418,70.5,50,63.9,64.91791045,65.01261261,61.30253165,79.8,69.86758621,90,54.2825,66.74541063,69.39934211,75.87435897,61.82747748,47.1,60,60.7,48.6,69.1,63.3,54.4,60.3,50.9671875,56.11851852,55.4,58.75921053,51.0744186,70.81442308,44.135,59.16140351,59.25230769,61.67541667,63.5,60,60,1
50,64.1,36.6,45.8,70.6,56.35934959,63.475,84.3,75.50388889,70.4556,72.9902439,64.272,69.59208333,72.42771084,60.92356495,60.5,60,60.8,52.5,53,67,40.2,60.7,64.23529412,63.76097561,76.5,58.74859813,87.74,56.01232877,66.98649789,55.15185185,58.21793893,62.3897281,64.5,60,60.6,1
67.2,73.18153846,69.7,75.2,83.8,59.80125,63.24516129,73.8,67.85519126,77.51018519,69.23802817,65.11130435,62.59539171,50.35706215,58.84630872,64.5,60,60.7,58.7,71.48533333,59.1,75.3,61.7,53.71304348,57.66478873,79.2,68.7365,61.042,56.19782609,47.20153846,64.65828877,54.36692308,61.58245033,64.5,60,60.7,1
50.5,54.4,58.7,73.7,80.9,66.18125,60.65052632,82.5,75.39021739,67.98571429,69.40625,58.00813008,57.38266667,55.64144144,63.99837398,64.3,60,60.7,54.2,66.2,54.4,42.79811321,49.9,72.37142857,68.50566038,69.2,66.87449664,64.64954545,63.98907563,64.68333333,52.31290323,60.9,59.37333333,63.6,60,60.3,1
65,85,55.6,75.9,53.9,81.72045455,61.5258427,54.88714286,62.61560694,70.44013158,64.607,64.87364865,62.82743902,55.54418605,62.32893773,64.2,60,60.6,58.7,51.2,52.4,63.7,44.5,51.96136364,58.31875,81.8,73.53067485,61.042,56.39221557,64.73796992,56.62934783,64.4745098,60.69625468,64.5,60,60.7,0
72.4,91.40131579,59.1,85.1,61.59506173,82.28653846,75.41976744,67.87631579,62.71297297,69.80666667,52.61372549,63.47945205,74.32163743,63.38062016,61.56790541,73.4,60,60.7,62.53275862,78.3,77.6,63.8,54,58.43235294,59.15964912,66.1,62.47393939,57.50970149,50.46918605,47.60666667,65.65025381,65.30653595,62.40721311,52.3,60,60.4,1
80.3,79.04166667,58.4,69.2,32.5,73.245,68.51034483,87.7,75.35797101,72.77478261,65.10166667,68.11351351,60.12594937,60.65,61.8877193,64.2,60,60.5,76.9,54.6,61.6,68.2,55.1,60.33188406,61.15357143,80.2,66.82258065,61.85043478,63.14347826,51.87727273,49.94967742,69.25528455,61.67056277,42.5,60,60.5,1
33.2,63.2,59.9,51.4,72.2,57.24628099,66.815,91.55974026,60.43164557,64.06,54.01029412,57.75992647,53.18974359,67.03432836,61.51660517,64.2,60,60.5,69.4,70.83823529,79.6,71.2,65.08,49.91566265,69.36086957,66.9,69.1273743,67.06447368,68.83841463,57.7372093,59.47932961,47.72830189,65.76094891,63.6,60,60.3,0
62.7,64.2,72.10684932,63.93333333,49.74520548,70.1525,67.62608696,73.2,64.38181818,64.42020202,70.27640449,83.0893617,70.4929078,74.56489362,57.81222707,64.6,60.1,60.8,48,61.9,65.4,66.1,48.9,43.12058824,63.36458333,32.2,60.23193277,55.28878505,66.70486111,61.79855072,61.72368421,52.27708333,63.32648221,63.2,60,60,1
66.7,73.50163934,58,74.9,70.4,56.01111111,75.92096774,75.5,75.66666667,64.06,48.04709677,59.33048327,63.04752475,50.47870968,64.64341463,64.2,60,60.5,74.3,47.1,53.87605634,61.6,64.4,57.01948052,57.85714286,62.7,69.43402062,61.042,55.34014599,51.24680851,47.29463087,45.59059829,58.78611111,63.2,60,60,1
72.4,82.84285714,60.5,61.2,95.8,80.70967742,78.77142857,71,63.60746269,58.82882353,53.66483516,53.54520548,59.97,60.58220859,59.21103203,64.2,60,60.6,74.4,52.2,76.8,63.6,47.1,54.0060241,67.37435897,54,68.07142857,51.36346154,50.1462963,46.94125,56.00324675,40.28731343,61.62198582,64.2,60,60.5,1
57.8,40.5,54.6,49,69.5,59.91153846,50.02884615,55,62.33,68.03552632,78.084375,62.61078838,61.3875,63.09276316,60.86491228,73.2,60,60.4,54.9,33,39.77435897,56.78591549,63,68.116,65.44691358,76.2,57.89700599,69.5856,72.01325301,80.08928571,62.50067568,55.3,63.53636364,64.3,60,60.8,0
38,40.8,63.1,66.1,54.9,48.58974359,57.30487805,64,67.112,68.9931677,66.64897959,42.13317073,65.62063492,65.7,61.36949153,51.5,60,60.1,91.6,56.69615385,71.2,68.6,68.6,61.81678832,62.57590361,48.1,59.98,78.06666667,61.18956522,69.02888889,78.36818182,66.17151899,61.39823009,64.7,60,60.5,0
48.9,70.3195122,55.7,82.9,53.8,72.22571429,68.27763158,88.27234043,73.36883117,63.27318841,56.89583333,73.23880597,36.82594595,64.85695364,60.86150794,54.5,60,61.3,62.8,79.9,47.9,55,66.3,48.27888889,64.30441176,84.6,68.81358025,72.8,60.62758621,49.20654206,52.91212121,44.47278481,57.8816,64.2,60,60.5,0
68,57,70.8,75.1,66.5,58.442,65.05,71.3,67.25804196,64.31877551,55.92645161,41.91719457,69.90394265,51.476,63.30703812,65,60,60.7,75.5496063,59,73.5,62.8,63.9,65.0625,70.07211538,76.8,61.53598485,58.16829268,54.81391304,65.85512195,54.13557047,60.47083333,60.99824561,60.6,60,41,1
77.6,62.6,91.9,71.8,59.5,71.55408163,68.91184211,66.2,64.05306122,55.5912,40.34104478,45.61447368,56.075,51.75671642,61.17137546,53.6,60,60.7,90.7,58.325,92.5,62.6,85.5,65.41181818,65.10422535,82.7,71.28562092,52.45462963,57.57922078,36.08931298,70.84312796,54.33687151,60.23828996,63.5,60,60.5,0
78,73,70.6,70.5,59.8,65.28918919,55.75294118,68.9,64.91414141,63.67346939,66.24295302,54.12243346,61.30488889,62.54651163,60.95017544,63.5,60,60.4,70.2,70.42564103,57.85641026,51.7125,52.1,78.36956522,63.5,82.03333333,63.1042735,61.042,61.96312057,57.77179487,56.90927835,58.1,61.50109091,64.6,60.1,60.8,0
61.1,76.05,62.66447368,76.3,71.4,71.21666667,64.12037037,54.09605263,66.98510638,70.05103448,55.85949367,57.06758621,61.47925926,71.35,60.18490566,64.5,60.008,60.2,61.2,59.5,65.7,66.32857143,64.1,47.41086957,63.1137931,82.5,66.94615385,59.23736264,59.3,34.22698413,53.03777778,70.70107527,62.8754902,65.4,60,60.7,0
42.1,52.6,74.5,53,38.4,62.36790123,73.39516129,48.0557377,60.03580247,66.77674419,71.76,59.70218182,55.6310559,41.25263158,62.15296053,78.9,60,60.4,46.87222222,58.16133333,50.7,55.5,64.8,74.6939759,67.99836066,81.6,72.53486842,67.6,72.67090909,59.59083969,67.51898734,60.99538462,62.14662162,65.2,60,60.7,0
64.6,57.8,52.7,63.6,44,45.37913043,77.67027027,64.8,72.31812865,91.3,60.78,67.03660714,54.75764706,64.25882353,58.85510204,60,60,60.7,65.705,49.3,77.2,63.9,64.6,58.52112676,72.37419355,52.3,63.89221557,68.4,73.41260504,58.40611511,46.36321244,64.2,61.52366412,60.67,60,60.2,1
56.915,63,46.4,49.08474576,65.1,65.84117647,57.616,65.4,65.39602649,61.628,55.91526718,59.12631579,55.5862069,59.35285714,66.00443686,51.5,60,60.6,80.7,63.54096386,51.2,65.2,67.1,43.37788462,60.84078947,83.5,62.98693467,61.27411765,65.98448276,65.50590717,62.61192053,67.50847458,61.20557491,56.2,60,60.8,0
71.5,78.71176471,86.6,45.1,72.6,72.69705882,71.23571429,83,54.55801105,66.37142857,72.35972222,74.69620853,75.8875,58.76029412,61.28359375,59.3,60,60.4,57.4,74.5,50,37.5,53.86842105,54.34647887,63.51969697,64.5,57.60743243,74.11381579,42.07880795,62.368,59.85637255,70.27697368,61.491,60.67,60,60.33,1
64,56.4,62.3,70.9,78.5,52.16315789,62.73623188,82.93076923,70.71552795,65.54120603,75.75797101,63.09333333,59.99050279,39.34357143,59.20457746,54.9,60,60.5,42.1,71.1,57.7,66.3,67.5,54.56666667,64.91791045,65.9,75.82445652,73.38202247,69.28101266,56.35233645,55.97391304,51.41006711,62.433213,48.5,60,60.6,0
66.4,75.40253165,66.7,61.2,80,70.08320611,62.16106195,90.2,57.80344828,67.23846154,46.93265306,55.25470852,64.15414013,59.7,56.67958333,63.9,60,60.5,90.7,84,80.2,62.3,74.8,51.5012987,64.26607143,53.9,64.12585034,61.28291457,48.96086957,60.98594595,62.264375,52.12663317,64.19297521,63.9,60,60.3,1
68.9,66.96338028,54.9,62.2,53,50.88607595,67.49850746,72,65.03405405,50.6261194,63.76423358,52.5557377,62.52711864,54.00149254,64.74649682,60.1,60,60.5,62.5,62.4,50.6,59.3,70.2,69.09761905,70.32835821,76.1,68.25502959,65.7,65.32777778,66.96510638,63.62083333,49.3503268,57.89636964,53,60.1,61,0
68.4,57.69850746,67.4,65.1,52.9,55.53943662,64.10454545,88.4,69.10795455,79.07533333,63.4826087,67.56309524,74.45139665,68.2,59.95486381,64.5,60,60.7,48.6,61.8,60.8,44.2,67.5,60.19736842,60.41428571,50.8,64.48111111,61.042,59.89673203,58.58698885,51.22631579,71.27916667,62.63954373,63.9,60,60.4,1
54.6,73.8,45.4,53.4,48.3,69.97974684,57.68266667,72.8,68.53450292,64.06,70.5192,66.10572687,67.06987952,62.4,59.08796992,62.037,60,60.6,54.5,65.7,50,57,53.8,42.08918919,58.4,73.6,73.45341615,58.2,63.81754386,75.04715447,46.34632768,51.66642857,62.65643939,31.7,60,60.3,1
78.22162162,69.74823529,77.43783784,76.1,53.7,51.08095238,67.72191781,85.33243243,73.43564356,62.23703704,58.6546875,47.04318182,64.51308411,56.13489933,60.25672727,64.6,60,60.9,65.5,77.6,66.6,68.6,65.1,62.60673077,70.17962963,75,62.25714286,54.58536585,59.6902439,48.53855932,43.56979167,55.26813187,61.00559441,36.5,60,60.3,1
71.2,68.02790698,74.7,72.66428571,69.8,68.42020202,63.19186047,49.3,66.52300885,75.44196891,64.47580645,36.50617284,64.76033058,59.16289308,63.13458904,64.2,60,60.5,48.44590164,72.4,69.2,65.2,32.3,63.45774648,55.58243243,65.08,68.7107438,64.21169591,57.82721088,54.85789474,69.59875519,54.84699454,62.14256055,64.8,60,60.7,0
42.6,65.7,53.9,50.9,44.7,61.85316456,61.60609756,43.1,59.25618557,45.68,63.733,60.40601093,66.56630435,55.65393939,59.65671141,49.8,60,61.5,53.5238806,70.83823529,59.5,53.6,62.7,65,62.35454545,79.5,56.07134831,79.3556338,76.8443662,60.53734177,81.13350254,68.35352113,67.22706271,64.5,60,60.5,0
63.9,42.3,67.96760563,55.5,64.5,60.03092784,77.29577465,45.3,61.05882353,49.0648,52.94945055,61.51897436,48.01761006,47.61268657,59.72825279,63.1,60,60.3,61.3,87.27384615,85.9,89.8,86.2,55.59306931,68.37285714,63,70.78648649,41.22105263,60.18790323,53.42044444,75.44285714,72.5572327,62.12134387,64.8,60,60.7,0
49.9,71.83728814,58.7,65.3,85.1,59.34285714,60.38714286,85.9,66.26950355,74.18163265,58.88984375,51.00615385,64.46,64.07109375,56.84206642,64.2,60,60.5,49.8,79.6,63.5,53.6969697,65.8,72.75,69.03373494,72.1,63.80645161,61.15744681,61.99345794,64.44468085,53.46533333,51.7477707,66.88444444,63.9,60,60.7,0
52.3,66.3,61.2,37.9,51,44.16666667,66.64683544,67.10298507,62.66457143,52.50679012,49.42795699,64.65524476,64.5964497,63.30510949,61.44649123,52.6,60,60,73.8,52.57560976,72.5,66.4546875,80.4,59.78846154,65.24411765,52.63125,63.00320513,61.042,59.88767123,62.31585366,52.25425532,56.47324841,62.89627907,64.5,60,60.5,0
65.1,65.4,73.8,70.7,61.84666667,62.07142857,53.38888889,83,63.06719577,56.30763359,43.84615385,64.21767068,62.17784091,57.36315789,55.06965944,59.4,60,60.5,83.7,70.9,68.3,60.04166667,88.8,70.83178295,66.31794872,74.1,61.32941176,66.2503268,54.73154362,62.94189189,62.01435644,45.67514451,65.41125,64.5,60,60.7,1
72.7,74.42068966,55.4,60.4,76,69.05544554,69.77820513,74.5,69.62128713,68.59210526,57.56065574,60.00814815,66.32556818,61.17317073,61.98745763,50.6,60.1,60.8,54.47058824,39.2,58.4,69.5,66.8,63.60347826,49.225,58.28970588,63.73267974,59.7,60.77853107,48.428125,57.84657534,51.8,59.26895425,34.7,60,60.5,1
